# Find lots more stations at http://www.iheart.com
Public Domain Jazz [Swiss Internet Radio],http://relay.publicdomainproject.org/jazz_swing.aac.m3u
Jazz FM [Bauer Media Group],http://www.radiofeeds.co.uk/jazz128aac.m3u
