# Find lots more stations at http://www.iheart.com
Public Domain Classical [Swiss Internet Radio],http://relay.publicdomainproject.org/classical.aac.m3u
Radio 3 [BBC],http://a.files.bbci.co.uk/media/live/manifesto/audio/simulcast/hls/uk/sbr_high/ak/bbc_radio_three.m3u8
Classic FM [Global],http://media-ice.musicradio.com:80/ClassicFMMP3
Scala Radio [Bauer Media Group],http://www.radiofeeds.co.uk/bauer.pls?station=scalahigh.aac.m3u
