# Find lots more stations at http://www.iheart.com
The Beach [Bauer],http://stream.celador.co.uk/anglian-beach-128.aac.m3u
Radio Suffolk [BBC],http://a.files.bbci.co.uk/media/live/manifesto/audio/simulcast/hls/uk/sbr_high/ak/bbc_radio_suffolk.m3u8
Radio Norfolk [BBC],http://a.files.bbci.co.uk/media/live/manifesto/audio/simulcast/hls/uk/sbr_high/ak/bbc_radio_norfolk.m3u8
East Point Radio,http://streaming.radio.co/s3c76b154e/listen
